Gene	Pathway	avg.exp	pct.exp	id	avg.exp.scaled	colors	log_avg_exp	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	significant
LYZ	Monocyte activation	71.33856937786194	99.08256880733946	CD14 Mono_Mutant	20	#D3D3D3	4.267437126153302	0.7372915852679582	0.01423126580835898	0.991	0.98	1	FALSE
CCL3L1	Inflammation	14.688966986399327	84.09785932721712	CD14 Mono_Mutant	1	#BEBEBE	2.6870966668417706	0.18789832671812504	-0.19707845706461	0.841	0.889	1	FALSE
CTSS	Antigen presentation	22.94466974207378	99.08256880733946	CD14 Mono_Mutant	20	#D3D3D3	3.1330856542837977	0.3423651812137341	0.01995553573334696	0.991	0.977	1	FALSE
LIMS1	Cell adhesion	7.959202545337096	92.66055045871559	CD14 Mono_Mutant	20	#D3D3D3	2.074328812091069	0.6863410915335995	0.01957988104629837	0.927	0.891	1	FALSE
S100A9	Monocyte activation	109.45917803374337	98.77675840978594	CD14 Mono_Mutant	1	#BEBEBE	4.695551676403303	0.34657981478604505	-0.11578665664164411	0.988	0.98	1	FALSE
IL1B	Inflammation	36.32161001786615	94.4954128440367	CD14 Mono_Mutant	1	#BEBEBE	3.5924128814363474	0.8014236104825267	-0.03833091873294858	0.945	0.943	1	FALSE
CD74	Antigen presentation	21.26357527204157	97.55351681957187	CD14 Mono_Mutant	1	#BEBEBE	3.0569955277327288	0.5329559579736737	-0.0682841499597382	0.976	0.98	1	FALSE
ANXA5	Cell adhesion	14.395650497147921	97.85932721712538	CD14 Mono_Mutant	20	#D3D3D3	2.6669261121468533	0.01986732973545871	0.14226577677672747	0.979	0.969	1	FALSE
S100A8	Monocyte activation	59.4742961761906	99.08256880733946	CD14 Mono_Mutant	1	#BEBEBE	4.085544222175168	0.07116384830564776	-0.21576116551623592	0.991	0.971	1	FALSE
IL6	Inflammation	1.2119409432609332	23.853211009174313	CD14 Mono_Mutant	20	#D3D3D3	0.19222315977754098	0.9307818651214572	0.10007365178807026	0.239	0.234	1	FALSE
IFI30	Antigen presentation	22.885409136975174	97.24770642201835	CD14 Mono_Mutant	20	#D3D3D3	3.130499551899704	0.25970975661134005	0.07360432922289473	0.972	0.957	1	FALSE
ITGB1	Cell adhesion	6.5521368737136525	89.29663608562691	CD14 Mono_Mutant	20	#D3D3D3	1.8797912367040042	0.08219231943831624	0.17495888052631647	0.893	0.849	1	FALSE
S100A10	Monocyte activation	65.61674156171091	98.77675840978594	CD14 Mono_Mutant	20	#D3D3D3	4.183830870123742	0.34246516519133874	0.03658524576214361	0.988	0.98	1	FALSE
IL1RN	Inflammation	7.684891514753994	62.69113149847095	CD14 Mono_Mutant	1	#BEBEBE	2.039256260398272	0.6439208647713079	-0.03605867233328608	0.627	0.643	1	FALSE
HLA-DPA1	Antigen presentation	5.516869330966228	69.1131498470948	CD14 Mono_Mutant	1	#BEBEBE	1.7078105492112232	0.1021509917818637	-0.13599238866107344	0.691	0.743	1	FALSE
FCN1	Cell adhesion	16.24480317983212	97.85932721712538	CD14 Mono_Mutant	1	#BEBEBE	2.787773053309417	0.30544867952297183	-0.04443868239141935	0.979	0.966	1	FALSE
S100A11	Monocyte activation	43.75002646900063	99.08256880733946	CD14 Mono_Mutant	1	#BEBEBE	3.7784922178091693	0.08556198976465955	-0.09308756139039076	0.991	0.983	1	FALSE
CCL4	Inflammation	60.20238506852794	88.68501529051987	CD14 Mono_Mutant	1	#BEBEBE	4.097711970608498	0.6798539964402437	-0.16418373984049417	0.887	0.877	1	FALSE
HLA-DQA1	Antigen presentation	1.1289154621048485	32.415902140672785	CD14 Mono_Mutant	20	#D3D3D3	0.12125740380317823	0.47033915072939664	0.03096010587267539	0.324	0.289	1	FALSE
CD226	Cell adhesion	0.8467875928729335	23.853211009174313	CD14 Mono_Mutant	1	#BEBEBE	-0.1663053916084849	0.15963922123789717	-0.1070890389914867	0.239	0.286	1	FALSE
S100A6	Monocyte activation	77.90203021922707	99.08256880733946	CD14 Mono_Mutant	1	#BEBEBE	4.355452014401374	0.26431990509868847	-0.05255817748721014	0.991	0.986	1	FALSE
TNFAIP6	Inflammation	1.8842007393550642	35.16819571865443	CD14 Mono_Mutant	1	#BEBEBE	0.6335037200296912	0.20848456279482863	-0.03650953885276586	0.352	0.406	1	FALSE
SEC61B	Antigen presentation	5.960799237655158	86.85015290519877	CD14 Mono_Mutant	20	#D3D3D3	1.785204572364331	0.5656948036333181	0.04002002942003058	0.869	0.869	1	FALSE
ADAM8	Cell adhesion	1.067028038900912	34.862385321100916	CD14 Mono_Mutant	20	#D3D3D3	0.06487725023199835	0.3300337183281943	0.06831177716759007	0.349	0.311	1	FALSE
FCER1G	Monocyte activation	13.256448976357378	96.94189602446484	CD14 Mono_Mutant	1	#BEBEBE	2.5844841492215918	0.01684576833726103	-0.15935587176443855	0.969	0.949	1	FALSE
CCL3	Inflammation	43.65426870000076	93.88379204892966	CD14 Mono_Mutant	1	#BEBEBE	3.7763010713185583	0.5816514561401867	-0.18118540393404017	0.939	0.963	1	FALSE
HLA-DPB1	Antigen presentation	5.5138605600557025	68.19571865443424	CD14 Mono_Mutant	1	#BEBEBE	1.7072650239350418	0.4697744844611138	-0.07500292599007752	0.682	0.731	1	FALSE
VIM	Inflammation	172.63507505915135	99.69418960244649	CD14 Mono_Mutant	20	#D3D3D3	5.151179973873718	4.322294926198495e-4	0.1458066721107052	0.997	1	1	FALSE
CXCL8	Inflammation	113.5607156941746	99.38837920489296	CD14 Mono_Mutant	1	#BEBEBE	4.732337633928823	0.21734345698184968	-0.09715529093283592	0.994	0.997	1	FALSE
IFITM2	Inflammation	2.213563411775694	58.71559633027523	CD14 Mono_Mutant	1	#BEBEBE	0.7946036205211675	0.09742147469875954	-0.25213799402953896	0.587	0.629	1	FALSE
TNFSF10	Inflammation	0.2927241766972755	11.926605504587156	CD14 Mono_Mutant	20	#D3D3D3	-1.2285244897979757	0.3803573322976799	0.04716951813748932	0.119	0.097	1	FALSE
MNDA	Inflammation	0.9616356805524303	24.464831804281346	CD14 Mono_Mutant	20	#D3D3D3	-0.0391196104898003	0.21451935186899823	0.2597748624780576	0.245	0.209	1	FALSE
KLF4	Inflammation	1.1210239169962426	29.357798165137616	CD14 Mono_Mutant	1	#BEBEBE	0.11424247927388258	0.5533725532579041	-0.13842110404573815	0.294	0.309	1	FALSE
CLEC4E	Inflammation	1.8211173854264342	44.64831804281346	CD14 Mono_Mutant	1	#BEBEBE	0.599450260736214	0.537049375048674	-0.107361438560879	0.446	0.463	1	FALSE
AIF1	Inflammation	9.128010539798751	89.29663608562691	CD14 Mono_Mutant	1	#BEBEBE	2.21134776722593	0.1695973096306237	-0.12030063223269004	0.893	0.909	1	FALSE
LGALS3	Inflammation	42.63915298246336	97.85932721712538	CD14 Mono_Mutant	20	#D3D3D3	3.7527729152715317	0.687320660264339	7.83523722627244e-4	0.979	0.971	1	FALSE
TSPO	Inflammation	6.706276990404749	90.21406727828746	CD14 Mono_Mutant	1	#BEBEBE	1.9030439520530409	0.18117853848148663	-0.11796262550071068	0.902	0.897	1	FALSE
PYCARD	Inflammation	1.60636803079701	50.15290519877675	CD14 Mono_Mutant	1	#BEBEBE	0.47397574916996293	0.9628164391632008	-0.0407639198004992	0.502	0.483	1	FALSE
CFD	Inflammation	3.683871041386146	73.08868501529052	CD14 Mono_Mutant	1	#BEBEBE	1.3039641127277488	6.840347650446787e-4	-0.2869442710657095	0.731	0.806	1	FALSE
SNHG29	Inflammation	3.5952908198380347	74.31192660550458	CD14 Mono_Mutant	20	#D3D3D3	1.2796248835445372	0.01440612383005799	0.15288085096724346	0.743	0.66	1	FALSE
YBX3	Inflammation	2.906064371963503	57.18654434250765	CD14 Mono_Mutant	20	#D3D3D3	1.0667997163010674	0.4850088859042986	0.05179041034644749	0.572	0.537	1	FALSE
DRAM1	Inflammation	3.2740713859009913	66.05504587155964	CD14 Mono_Mutant	20	#D3D3D3	1.1860342825905918	0.771004800405179	0.00146984744216416	0.661	0.646	1	FALSE
YBX1	Inflammation	11.362406677821046	94.4954128440367	CD14 Mono_Mutant	20	#D3D3D3	2.430310246296804	0.21168906376976027	0.08383381536458323	0.945	0.926	1	FALSE
NEAT1	Inflammation	46.42368629573441	99.69418960244649	CD14 Mono_Mutant	1	#BEBEBE	3.837809809492876	0.8655655508804244	-0.0250389058467686	0.997	0.997	1	FALSE
SOD2	Inflammation	148.17610435308404	99.69418960244649	CD14 Mono_Mutant	20	#D3D3D3	4.998401460678584	0.38426537998392113	0.05640481158145327	0.997	0.989	1	FALSE
ITGB8	Cell adhesion	1.7774941714831793	39.75535168195719	CD14 Mono_Mutant	20	#D3D3D3	0.5752046036368191	0.7621261261513348	0.02734412200643143	0.398	0.38	1	FALSE
OLR1	Cell adhesion	5.3479476951530405	69.72477064220183	CD14 Mono_Mutant	1	#BEBEBE	1.6767128789287882	0.6860069930532138	-0.00468469928107051	0.697	0.723	1	FALSE
FABP5	Inflammation	1.136439058680337	27.522935779816514	CD14 Mono_Mutant	1	#BEBEBE	0.1278997409460817	0.7460072807686067	-0.24822961124988785	0.275	0.277	1	FALSE
TXNRD1	Inflammation	2.4472921035708564	58.40978593272171	CD14 Mono_Mutant	20	#D3D3D3	0.8949821494534782	0.9383625213830802	0.0026277097525218	0.584	0.569	1	FALSE
HLA-DQA2	Antigen presentation	0.009212376490280434	0.6116207951070336	CD14 Mono_Mutant	1	#BEBEBE	-4.687207428310374	0.9515735582833026	-0.00982861721735783	0.006	0.006	1	FALSE
TPT1	Inflammation	90.97547626419254	99.38837920489296	CD14 Mono_Mutant	20	#D3D3D3	4.510589978595183	0.00115082760987906	0.09144289815323604	0.994	0.994	1	FALSE
TAB2	Inflammation	1.2208387902207092	37.61467889908257	CD14 Mono_Mutant	20	#D3D3D3	0.1995381554704455	0.954789312159246	0.0502255338620825	0.376	0.377	1	FALSE
SERPINB1	Inflammation	14.16675483579915	96.94189602446484	CD14 Mono_Mutant	20	#D3D3D3	2.6508980109463636	0.05635027067809506	0.11029405676201832	0.969	0.946	1	FALSE
CXCL3	Inflammation	22.712268362256303	72.57142857142857	CD14 Mono_Wildtype	1	#BEBEBE	3.1229052349804114	0.9892235071196176	0.00102146028296612	0.731	0.726	1	FALSE
HLA-DRA	Antigen presentation	38.43218302500223	97.14285714285714	CD14 Mono_Wildtype	20	#0000FF	3.6488952081937436	0.405341732441503	-0.06894763757660005	0.988	0.971	1	FALSE
ALCAM	Cell adhesion	1.6440978652808573	40.57142857142857	CD14 Mono_Wildtype	1	#BEBEBE	0.4971918236218675	0.7963256137127217	0.00320619378281472	0.425	0.406	1	FALSE
SOD2	Monocyte activation	142.4563317224141	98.85714285714286	CD14 Mono_Wildtype	1	#BEBEBE	4.959035508691898	0.38426537998392113	0.05640481158145327	0.997	0.989	1	FALSE
CCL4L2	Inflammation	20.154970576389257	73.14285714285714	CD14 Mono_Wildtype	20	#0000FF	3.0034509367014923	0.383031400054643	-0.28026742881910494	0.722	0.731	1	FALSE
HLA-DRB5	Antigen presentation	0.12403027214412266	3.428571428571429	CD14 Mono_Wildtype	1	#BEBEBE	-2.0872296129774894	0.35971608362351054	0.01747899624450863	0.049	0.034	1	FALSE
ITGB2	Cell adhesion	4.122818108239757	79.71428571428572	CD14 Mono_Wildtype	20	#0000FF	1.4165369363896763	0.4167587514007536	-0.0884846519809992	0.817	0.797	1	FALSE
S100A4	Monocyte activation	31.848277426238795	96.85714285714285	CD14 Mono_Wildtype	20	#0000FF	3.4609832966070364	0.02573808432176651	-0.11812338531708022	0.976	0.969	1	FALSE
LGALS2	Inflammation	0.7712223231952001	25.428571428571427	CD14 Mono_Wildtype	1	#BEBEBE	-0.2597785900528627	0.14378868009926565	0.1400719716899873	0.297	0.254	1	FALSE
HLA-DRB1	Antigen presentation	22.313491433434027	92.28571428571428	CD14 Mono_Wildtype	20	#0000FF	3.1051914925441384	0.3600286385042913	-0.05675912675927108	0.92	0.923	1	FALSE
SDCBP	Cell adhesion	9.57271648894605	94.85714285714286	CD14 Mono_Wildtype	20	#0000FF	2.258917019830066	0.03440863665504556	-0.1119858537283558	0.945	0.949	1	FALSE
LYZ	Monocyte activation	70.62850349070293	98	CD14 Mono_Wildtype	1	#BEBEBE	4.257433795184227	0.7372915852679582	0.01423126580835898	0.991	0.98	1	FALSE
CCL3L1	Inflammation	16.985432100445436	88.85714285714286	CD14 Mono_Wildtype	20	#0000FF	2.832356041409379	0.18789832671812504	-0.19707845706461	0.841	0.889	1	FALSE
CTSS	Antigen presentation	22.615744230584447	97.71428571428571	CD14 Mono_Wildtype	1	#BEBEBE	3.118646311103093	0.3423651812137341	0.01995553573334696	0.991	0.977	1	FALSE
LIMS1	Cell adhesion	7.838431970793379	89.14285714285714	CD14 Mono_Wildtype	1	#BEBEBE	2.0590388106335697	0.6863410915335995	0.01957988104629837	0.927	0.891	1	FALSE
S100A9	Monocyte activation	118.6897786760818	98	CD14 Mono_Wildtype	20	#0000FF	4.776513187344136	0.34657981478604505	-0.11578665664164411	0.988	0.98	1	FALSE
IL1B	Inflammation	37.32649698168927	94.28571428571428	CD14 Mono_Wildtype	20	#0000FF	3.6197034492972056	0.8014236104825267	-0.03833091873294858	0.945	0.943	1	FALSE
CD74	Antigen presentation	22.342667594934586	98	CD14 Mono_Wildtype	20	#0000FF	3.1064981954172395	0.5329559579736737	-0.0682841499597382	0.976	0.98	1	FALSE
ANXA5	Cell adhesion	12.949921935275837	96.85714285714285	CD14 Mono_Wildtype	1	#BEBEBE	2.561089759963349	0.01986732973545871	0.14226577677672747	0.979	0.969	1	FALSE
S100A8	Monocyte activation	69.22979573976572	97.14285714285714	CD14 Mono_Wildtype	20	#0000FF	4.2374313442271925	0.07116384830564776	-0.21576116551623592	0.991	0.971	1	FALSE
IL6	Inflammation	1.0637085172284533	23.42857142857143	CD14 Mono_Wildtype	1	#BEBEBE	0.06176140341504592	0.9307818651214572	0.10007365178807026	0.239	0.234	1	FALSE
IFI30	Antigen presentation	21.697371909430213	95.71428571428572	CD14 Mono_Wildtype	1	#BEBEBE	3.077191143047479	0.25970975661134005	0.07360432922289473	0.972	0.957	1	FALSE
ITGB1	Cell adhesion	5.689628206594947	84.85714285714285	CD14 Mono_Wildtype	1	#BEBEBE	1.7386449044559267	0.08219231943831624	0.17495888052631647	0.893	0.849	1	FALSE
S100A10	Monocyte activation	63.94865020303856	98	CD14 Mono_Wildtype	1	#BEBEBE	4.1580804207346755	0.34246516519133874	0.03658524576214361	0.988	0.98	1	FALSE
IL1RN	Inflammation	7.904696868550331	64.28571428571429	CD14 Mono_Wildtype	20	#0000FF	2.067457123126726	0.6439208647713079	-0.03605867233328608	0.627	0.643	1	FALSE
HLA-DPA1	Antigen presentation	6.161051569510831	74.28571428571429	CD14 Mono_Wildtype	20	#0000FF	1.8182474723124216	0.1021509917818637	-0.13599238866107344	0.691	0.743	1	FALSE
FCN1	Cell adhesion	16.784252603884322	96.57142857142857	CD14 Mono_Wildtype	20	#0000FF	2.8204411018197817	0.30544867952297183	-0.04443868239141935	0.979	0.966	1	FALSE
S100A11	Monocyte activation	46.73263886951958	98.28571428571429	CD14 Mono_Wildtype	20	#0000FF	3.844442825683299	0.08556198976465955	-0.09308756139039076	0.991	0.983	1	FALSE
CCL4	Inflammation	67.57922572220302	87.71428571428571	CD14 Mono_Wildtype	20	#0000FF	4.21330062401724	0.6798539964402437	-0.16418373984049417	0.887	0.877	1	FALSE
HLA-DQA1	Antigen presentation	1.0837158520969676	28.857142857142858	CD14 Mono_Wildtype	1	#BEBEBE	0.08039573959378901	0.47033915072939664	0.03096010587267539	0.324	0.289	1	FALSE
CD226	Cell adhesion	0.9890878342426689	28.57142857142857	CD14 Mono_Wildtype	20	#0000FF	-0.010972140137413749	0.15963922123789717	-0.1070890389914867	0.239	0.286	1	FALSE
S100A6	Monocyte activation	80.8294752317235	98.57142857142858	CD14 Mono_Wildtype	20	#0000FF	4.392341691478278	0.26431990509868847	-0.05255817748721014	0.991	0.986	1	FALSE
TNFAIP6	Inflammation	1.958121106321522	40.57142857142857	CD14 Mono_Wildtype	20	#0000FF	0.671985394249452	0.20848456279482863	-0.03650953885276586	0.352	0.406	1	FALSE
SEC61B	Antigen presentation	5.770361820588317	86.85714285714286	CD14 Mono_Wildtype	1	#BEBEBE	1.752734785761674	0.5656948036333181	0.04002002942003058	0.869	0.869	1	FALSE
ADAM8	Cell adhesion	0.9714350510897193	31.142857142857146	CD14 Mono_Wildtype	1	#BEBEBE	-0.02898086665608133	0.3300337183281943	0.06831177716759007	0.349	0.311	1	FALSE
FCER1G	Monocyte activation	14.921436954498992	94.85714285714286	CD14 Mono_Wildtype	20	#0000FF	2.702798900761301	0.01684576833726103	-0.15935587176443855	0.969	0.949	1	FALSE
CCL3	Inflammation	49.62968468999413	96.28571428571429	CD14 Mono_Wildtype	20	#0000FF	3.9045891363652676	0.5816514561401867	-0.18118540393404017	0.939	0.963	1	FALSE
HLA-DPB1	Antigen presentation	5.861460823606828	73.14285714285714	CD14 Mono_Wildtype	20	#0000FF	1.7683988598269236	0.4697744844611138	-0.07500292599007752	0.682	0.731	1	FALSE
VIM	Inflammation	155.94420239309426	100	CD14 Mono_Wildtype	1	#BEBEBE	5.049498266300529	4.322294926198495e-4	0.1458066721107052	0.997	1	1	FALSE
CXCL8	Inflammation	121.54126942445323	99.71428571428571	CD14 Mono_Wildtype	20	#0000FF	4.800253871152034	0.21734345698184968	-0.09715529093283592	0.994	0.997	1	FALSE
IFITM2	Inflammation	2.8272600603595928	62.857142857142854	CD14 Mono_Wildtype	20	#0000FF	1.0393080661181167	0.09742147469875954	-0.25213799402953896	0.587	0.629	1	FALSE
TNFSF10	Inflammation	0.2511415043887608	9.714285714285714	CD14 Mono_Wildtype	1	#BEBEBE	-1.3817387361997098	0.3803573322976799	0.04716951813748932	0.119	0.097	1	FALSE
MNDA	Inflammation	0.6383939162047425	20.857142857142858	CD14 Mono_Wildtype	1	#BEBEBE	-0.44879976264642246	0.21451935186899823	0.2597748624780576	0.245	0.209	1	FALSE
KLF4	Inflammation	1.33461069147656	30.857142857142854	CD14 Mono_Wildtype	20	#0000FF	0.2886396324522542	0.5533725532579041	-0.13842110404573815	0.294	0.309	1	FALSE
CLEC4E	Inflammation	2.0390662720156225	46.285714285714285	CD14 Mono_Wildtype	20	#0000FF	0.7124919932787587	0.537049375048674	-0.107361438560879	0.446	0.463	1	FALSE
AIF1	Inflammation	10.008755933440966	90.85714285714286	CD14 Mono_Wildtype	20	#0000FF	2.303460303229905	0.1695973096306237	-0.12030063223269004	0.893	0.909	1	FALSE
LGALS3	Inflammation	42.61545911270323	97.14285714285714	CD14 Mono_Wildtype	1	#BEBEBE	3.7522170774162444	0.687320660264339	7.83523722627244e-4	0.979	0.971	1	FALSE
TSPO	Inflammation	7.362861486507319	89.71428571428571	CD14 Mono_Wildtype	20	#0000FF	1.9964486461095783	0.18117853848148663	-0.11796262550071068	0.902	0.897	1	FALSE
PYCARD	Inflammation	1.6810622802460413	48.285714285714285	CD14 Mono_Wildtype	20	#0000FF	0.5194259032618999	0.9628164391632008	-0.0407639198004992	0.502	0.483	1	FALSE
CFD	Inflammation	4.714572698845645	80.57142857142857	CD14 Mono_Wildtype	20	#0000FF	1.5506582860710407	6.840347650446787e-4	-0.2869442710657095	0.731	0.806	1	FALSE
SNHG29	Inflammation	3.1332462430591725	66	CD14 Mono_Wildtype	1	#BEBEBE	1.1420696054532176	0.01440612383005799	0.15288085096724346	0.743	0.66	1	FALSE
YBX3	Inflammation	2.7683300120108774	53.714285714285715	CD14 Mono_Wildtype	1	#BEBEBE	1.0182442546411767	0.4850088859042986	0.05179041034644749	0.572	0.537	1	FALSE
DRAM1	Inflammation	3.269719091362924	64.57142857142857	CD14 Mono_Wildtype	1	#BEBEBE	1.1847040764371546	0.771004800405179	0.00146984744216416	0.661	0.646	1	FALSE
YBX1	Inflammation	10.664510895406243	92.57142857142857	CD14 Mono_Wildtype	1	#BEBEBE	2.3669214901502764	0.21168906376976027	0.08383381536458323	0.945	0.926	1	FALSE
NEAT1	Inflammation	47.2539390000503	99.71428571428571	CD14 Mono_Wildtype	20	#0000FF	3.855536015545506	0.8655655508804244	-0.0250389058467686	0.997	0.997	1	FALSE
SOD2	Inflammation	142.4563317224141	98.85714285714286	CD14 Mono_Wildtype	1	#BEBEBE	4.959035508691898	0.38426537998392113	0.05640481158145327	0.997	0.989	1	FALSE
ITGB8	Cell adhesion	1.7253466825574015	38	CD14 Mono_Wildtype	1	#BEBEBE	0.5454280056860689	0.7621261261513348	0.02734412200643143	0.398	0.38	1	FALSE
OLR1	Cell adhesion	5.3685941659871945	72.28571428571429	CD14 Mono_Wildtype	20	#0000FF	1.6805660802033777	0.6860069930532138	-0.00468469928107051	0.697	0.723	1	FALSE
FABP5	Inflammation	1.5375526856270636	27.714285714285715	CD14 Mono_Wildtype	20	#0000FF	0.430191987185946	0.7460072807686067	-0.24822961124988785	0.275	0.277	1	FALSE
TXNRD1	Inflammation	2.4410189562205016	56.85714285714286	CD14 Mono_Wildtype	1	#BEBEBE	0.8924155571408096	0.9383625213830802	0.0026277097525218	0.584	0.569	1	FALSE
HLA-DQA2	Antigen presentation	0.01611128911401875	0.5714285714285714	CD14 Mono_Wildtype	20	#0000FF	-4.12823506550248	0.9515735582833026	-0.00982861721735783	0.006	0.006	1	FALSE
TPT1	Inflammation	85.32667030615758	99.42857142857143	CD14 Mono_Wildtype	1	#BEBEBE	4.446487070413151	0.00115082760987906	0.09144289815323604	0.994	0.994	1	FALSE
TAB2	Inflammation	1.1448535409409648	37.714285714285715	CD14 Mono_Wildtype	1	#BEBEBE	0.1352767169828335	0.954789312159246	0.0502255338620825	0.376	0.377	1	FALSE
SERPINB1	Inflammation	13.050469844976032	94.57142857142857	CD14 Mono_Wildtype	1	#BEBEBE	2.568824136567033	0.05635027067809506	0.11029405676201832	0.969	0.946	1	FALSE
