Gene	Pathway	avg.exp	pct.exp	id	avg.exp.scaled	colors	log_avg_exp	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	significant
LGALS3	Inflammation	34.77516012546802	98.48484848484848	CD14 Mono_Mutant	20	#D3D3D3	3.5489033424133702	0.08094261783502858	0.1413745911965414	0.985	0.981	1	FALSE
TSPO	Inflammation	4.175975266856151	78.78787878787878	CD14 Mono_Mutant	1	#BEBEBE	1.4293479278750951	0.7142541077758768	-0.10210452534033808	0.788	0.81	1	FALSE
PYCARD	Inflammation	0.6746459306249545	24.747474747474747	CD14 Mono_Mutant	20	#D3D3D3	-0.3935672729549197	0.10959757480750278	0.22658378811447769	0.247	0.181	1	FALSE
CFD	Inflammation	2.7517103799885856	66.16161616161617	CD14 Mono_Mutant	1	#BEBEBE	1.0122226747032688	0.12119304715144194	-0.1831038660248765	0.662	0.699	1	FALSE
SNHG29	Inflammation	3.0804643552028135	71.21212121212122	CD14 Mono_Mutant	20	#D3D3D3	1.1250803502978697	0.9843614515597326	0.00992791852490393	0.712	0.681	1	FALSE
YBX3	Inflammation	2.157213615990657	47.97979797979798	CD14 Mono_Mutant	1	#BEBEBE	0.7688173963424619	0.8679135330891208	-0.02228446773010706	0.48	0.514	1	FALSE
DRAM1	Inflammation	7.185076508648665	90.9090909090909	CD14 Mono_Mutant	20	#D3D3D3	1.9720061678596341	0.15000200914640072	0.13518645998063317	0.909	0.87	1	FALSE
YBX1	Inflammation	9.099076978410498	88.88888888888889	CD14 Mono_Mutant	20	#D3D3D3	2.2081729774344367	0.4724950869797356	0.13453889180359324	0.889	0.875	1	FALSE
NEAT1	Inflammation	24.552402429822802	99.4949494949495	CD14 Mono_Mutant	1	#BEBEBE	3.200809708101271	0.5819760984066897	-0.09769926452614364	0.995	0.991	1	FALSE
SOD2	Inflammation	262.4759364277495	100	CD14 Mono_Mutant	1	#BEBEBE	5.570159407078227	0.8529006026220062	-0.00383681597043761	1	0.995	1	FALSE
ITGB8	Cell adhesion	4.222970709239072	74.74747474747475	CD14 Mono_Mutant	20	#D3D3D3	1.440538839919955	0.2850669722488255	0.158367544368605	0.747	0.718	1	FALSE
OLR1	Cell adhesion	2.2922235976812524	46.96969696969697	CD14 Mono_Mutant	1	#BEBEBE	0.8295223498015972	0.7934192907323345	-0.07799116065256184	0.47	0.486	1	FALSE
FABP5	Inflammation	0.43045699444254454	16.161616161616163	CD14 Mono_Mutant	1	#BEBEBE	-0.8429078568696514	0.8540041835129728	-0.24433249601268936	0.162	0.162	1	FALSE
TXNRD1	Inflammation	1.4893440044000126	47.97979797979798	CD14 Mono_Mutant	1	#BEBEBE	0.3983357575087083	0.4146745628128799	-0.2146540808817707	0.48	0.491	1	FALSE
HLA-DQA2	Antigen presentation	0.04613428550166422	1.0101010101010102	CD14 Mono_Mutant	1	#BEBEBE	-3.0761988851927278	0.9323179501201692	-0.00816473316631713	0.01	0.009	1	FALSE
TPT1	Inflammation	85.08912824864672	99.4949494949495	CD14 Mono_Mutant	20	#D3D3D3	4.443699274758412	0.43665487152325694	0.02765357774383581	0.995	1	1	FALSE
TAB2	Inflammation	1.418968653443235	45.45454545454545	CD14 Mono_Mutant	1	#BEBEBE	0.34993030733717123	0.7573973452294331	-0.01284295367367605	0.455	0.472	1	FALSE
SERPINB1	Inflammation	12.818993440911845	94.94949494949495	CD14 Mono_Mutant	20	#D3D3D3	2.5509279336606134	0.22624065311915095	0.04666978585988257	0.949	0.926	1	FALSE
CXCL3	Inflammation	24.268747784171065	75.46296296296296	CD14 Mono_Wildtype	20	#0000FF	3.1891894231940427	0.6502671490631939	-0.10412662803864504	0.763	0.755	1	FALSE
HLA-DRA	Antigen presentation	35.308673571386876	99.53703703703704	CD14 Mono_Wildtype	1	#BEBEBE	3.5641286439950233	0.782334325575419	0.01170216639398447	0.98	0.995	1	FALSE
ALCAM	Cell adhesion	1.3303185264066748	37.96296296296296	CD14 Mono_Wildtype	1	#BEBEBE	0.2854184070985161	0.2125472003865623	0.04679123126597129	0.444	0.38	1	FALSE
SOD2	Monocyte activation	263.1775775156191	99.53703703703704	CD14 Mono_Wildtype	20	#0000FF	5.572829004012176	0.8529006026220062	-0.00383681597043761	1	0.995	1	FALSE
CCL4L2	Inflammation	96.3725072555818	96.29629629629629	CD14 Mono_Wildtype	1	#BEBEBE	4.568220966496658	0.01673900199508819	0.16329458956351228	0.975	0.963	1	FALSE
HLA-DRB5	Antigen presentation	0.06365260970461377	3.2407407407407405	CD14 Mono_Wildtype	20	#0000FF	-2.754314953961201	0.9014467227233444	-0.01056432234767997	0.03	0.032	1	FALSE
ITGB2	Cell adhesion	2.78168412405882	68.05555555555556	CD14 Mono_Wildtype	1	#BEBEBE	1.0230565443009458	0.7886766286792402	0.04677940930826474	0.697	0.681	1	FALSE
S100A4	Monocyte activation	21.979540433324086	97.22222222222221	CD14 Mono_Wildtype	1	#BEBEBE	3.0901120403548936	0.8794163100011656	0.00606802108364767	0.96	0.972	1	FALSE
LGALS2	Inflammation	0.7243530029052477	26.38888888888889	CD14 Mono_Wildtype	1	#BEBEBE	-0.3224764323480027	0.6190192162573123	0.12075091190410348	0.283	0.264	1	FALSE
HLA-DRB1	Antigen presentation	18.54667508338759	94.9074074074074	CD14 Mono_Wildtype	1	#BEBEBE	2.9202905322001635	0.8713004157046449	0.0272925298800315	0.919	0.949	1	FALSE
SDCBP	Cell adhesion	8.53290547178597	94.9074074074074	CD14 Mono_Wildtype	20	#0000FF	2.1439299215352725	0.16524009555855515	-0.09824035683971656	0.944	0.949	1	FALSE
LYZ	Monocyte activation	49.41316989028547	99.07407407407408	CD14 Mono_Wildtype	1	#BEBEBE	3.900216985632561	0.49936830424102946	0.02950647834560982	0.985	0.991	1	FALSE
CCL3L1	Inflammation	122.66850535939037	98.61111111111111	CD14 Mono_Wildtype	1	#BEBEBE	4.8094856387313385	0.29845916771537584	0.06730318018577641	0.995	0.986	1	FALSE
CTSS	Antigen presentation	18.50496398740519	98.14814814814815	CD14 Mono_Wildtype	20	#0000FF	2.918039019735452	0.8416301729206812	-0.00585018767501743	0.985	0.981	1	FALSE
LIMS1	Cell adhesion	4.142120339498364	74.53703703703704	CD14 Mono_Wildtype	1	#BEBEBE	1.4212078160275348	0.7086012465216416	0.01161569898555203	0.783	0.745	1	FALSE
S100A9	Monocyte activation	102.92172324755607	98.61111111111111	CD14 Mono_Wildtype	1	#BEBEBE	4.6339687308368775	0.33212032370407557	0.12362369879331504	0.99	0.986	1	FALSE
IL1B	Inflammation	261.96371240962003	99.53703703703704	CD14 Mono_Wildtype	20	#0000FF	5.568205991915415	0.8512886946919883	-0.04061027577453835	0.995	0.995	1	FALSE
CD74	Antigen presentation	17.503905478569976	95.37037037037037	CD14 Mono_Wildtype	20	#0000FF	2.8624240262347014	0.8904517017020819	-0.02236024170658179	0.965	0.954	1	FALSE
ANXA5	Cell adhesion	13.815078537480769	97.68518518518519	CD14 Mono_Wildtype	1	#BEBEBE	2.62576064330173	0.63371921993854	0.00144840112476396	0.99	0.977	1	FALSE
S100A8	Monocyte activation	69.06031700634024	97.22222222222221	CD14 Mono_Wildtype	1	#BEBEBE	4.234980282254529	0.698241224932858	0.04486421586176803	0.985	0.972	1	FALSE
IL6	Inflammation	13.187362811741536	80.0925925925926	CD14 Mono_Wildtype	1	#BEBEBE	2.579259008281059	0.2690527207082542	0.1813961093201573	0.833	0.801	1	FALSE
IFI30	Antigen presentation	4.2378466419917675	70.83333333333334	CD14 Mono_Wildtype	1	#BEBEBE	1.4440552727807374	0.6481590219440136	0.07058301215788099	0.722	0.708	1	FALSE
ITGB1	Cell adhesion	3.5872730921219436	77.31481481481481	CD14 Mono_Wildtype	20	#0000FF	1.2773923295026668	0.21072805217932905	-0.12343465972369838	0.722	0.773	1	FALSE
S100A10	Monocyte activation	51.024297988658795	99.07407407407408	CD14 Mono_Wildtype	1	#BEBEBE	3.9323019504172128	0.4046434692251734	0.03527564718046605	0.99	0.991	1	FALSE
IL1RN	Inflammation	25.062276304847604	90.27777777777779	CD14 Mono_Wildtype	20	#0000FF	3.2213637795345904	0.19836564916926525	-0.2722986053201675	0.899	0.903	1	FALSE
HLA-DPA1	Antigen presentation	4.486222984323881	68.98148148148148	CD14 Mono_Wildtype	1	#BEBEBE	1.5010111415777658	0.3800045330393856	0.04527940146908271	0.682	0.69	1	FALSE
FCN1	Cell adhesion	12.254444574828995	95.37037037037037	CD14 Mono_Wildtype	1	#BEBEBE	2.5058886936216127	0.9383882276480746	0.02164490565522703	0.955	0.954	1	FALSE
S100A11	Monocyte activation	38.28853064068414	98.61111111111111	CD14 Mono_Wildtype	1	#BEBEBE	3.6451503902604347	0.11058047034219202	0.14680019834856228	0.99	0.986	1	FALSE
CCL4	Inflammation	314.86343686986316	98.61111111111111	CD14 Mono_Wildtype	1	#BEBEBE	5.752139011076243	0.1651460737767478	0.08995769078047999	0.985	0.986	1	FALSE
HLA-DQA1	Antigen presentation	1.2160531132914474	31.01851851851852	CD14 Mono_Wildtype	20	#0000FF	0.1956104612837134	0.35671863948935123	-0.04657111111367484	0.268	0.31	1	FALSE
CD226	Cell adhesion	0.48234980629645263	18.055555555555554	CD14 Mono_Wildtype	1	#BEBEBE	-0.7290856889486288	0.8902183177692126	0.02257518757642385	0.172	0.181	1	FALSE
S100A6	Monocyte activation	50.01504015028198	98.61111111111111	CD14 Mono_Wildtype	1	#BEBEBE	3.912323763201632	0.26503480076864416	0.07520043599435766	0.985	0.986	1	FALSE
TNFAIP6	Inflammation	10.360056714371126	80.55555555555556	CD14 Mono_Wildtype	20	#0000FF	2.3379577111765	0.4664465653825163	-0.1226637515661828	0.808	0.806	1	FALSE
SEC61B	Antigen presentation	6.579582652485278	87.96296296296296	CD14 Mono_Wildtype	1	#BEBEBE	1.8839713166516994	0.7941811634084676	0.01676258827765586	0.879	0.88	1	FALSE
ADAM8	Cell adhesion	0.4152860008544147	16.666666666666664	CD14 Mono_Wildtype	1	#BEBEBE	-0.8787878374269024	0.03098790307502759	0.21906996415676727	0.258	0.167	1	FALSE
FCER1G	Monocyte activation	12.433627802190008	94.9074074074074	CD14 Mono_Wildtype	1	#BEBEBE	2.5204047215234557	0.12402580174003304	0.09095248415808932	0.965	0.949	1	FALSE
CCL3	Inflammation	329.2411593655038	99.53703703703704	CD14 Mono_Wildtype	1	#BEBEBE	5.796790489436792	0.4128050998261748	0.05718931377499814	0.99	0.995	1	FALSE
HLA-DPB1	Antigen presentation	4.231037747846642	69.44444444444444	CD14 Mono_Wildtype	1	#BEBEBE	1.4424472934297894	0.6637903730046278	0.03203717269128692	0.707	0.694	1	FALSE
VIM	Inflammation	177.46902166203114	100	CD14 Mono_Wildtype	1	#BEBEBE	5.178796067836351	0.1314447964395202	0.06880320086080083	1	1	1	FALSE
CXCL8	Inflammation	370.9032329027651	100	CD14 Mono_Wildtype	20	#0000FF	5.91594120083061	0.5382518420537854	-0.071237052559324	0.995	1	1	FALSE
IFITM2	Inflammation	1.9138874183469698	50.46296296296296	CD14 Mono_Wildtype	20	#0000FF	0.6491364712103908	0.3618644749046535	-0.06847696841107243	0.46	0.505	1	FALSE
TNFSF10	Inflammation	0.4382244286931203	12.962962962962962	CD14 Mono_Wildtype	20	#0000FF	-0.8250241055582824	0.23796334688806747	-0.20393457651659036	0.096	0.13	1	FALSE
MNDA	Inflammation	0.5151096245430918	16.203703703703702	CD14 Mono_Wildtype	1	#BEBEBE	-0.6633755377800857	0.5958864998061975	0.03378387507368252	0.187	0.162	1	FALSE
KLF4	Inflammation	1.2709643589144555	30.555555555555557	CD14 Mono_Wildtype	1	#BEBEBE	0.23977595004738517	0.5356191614010238	0.01352190369126815	0.328	0.306	1	FALSE
CLEC4E	Inflammation	3.6623530216238516	68.98148148148148	CD14 Mono_Wildtype	20	#0000FF	1.298105842923283	0.2014853944254868	-0.16843690874217865	0.601	0.69	1	FALSE
AIF1	Inflammation	7.288171270512377	88.42592592592592	CD14 Mono_Wildtype	1	#BEBEBE	1.9862526600262564	0.7967506726692042	0.06939597616479487	0.889	0.884	1	FALSE
LGALS3	Inflammation	31.435723807453826	98.14814814814815	CD14 Mono_Wildtype	1	#BEBEBE	3.447944947097341	0.08094261783502858	0.1413745911965414	0.985	0.981	1	FALSE
TSPO	Inflammation	4.5555711918510164	81.01851851851852	CD14 Mono_Wildtype	20	#0000FF	1.5163509217197382	0.7142541077758768	-0.10210452534033808	0.788	0.81	1	FALSE
PYCARD	Inflammation	0.43124664517978034	18.055555555555554	CD14 Mono_Wildtype	1	#BEBEBE	-0.8410750899600894	0.10959757480750278	0.22658378811447769	0.247	0.181	1	FALSE
CFD	Inflammation	3.259406220958445	69.9074074074074	CD14 Mono_Wildtype	20	#0000FF	1.1815450379786716	0.12119304715144194	-0.1831038660248765	0.662	0.699	1	FALSE
SNHG29	Inflammation	3.0524809983889947	68.05555555555556	CD14 Mono_Wildtype	1	#BEBEBE	1.1159547020493574	0.9843614515597326	0.00992791852490393	0.712	0.681	1	FALSE
YBX3	Inflammation	2.206359840190975	51.388888888888886	CD14 Mono_Wildtype	20	#0000FF	0.7913440263824469	0.8679135330891208	-0.02228446773010706	0.48	0.514	1	FALSE
DRAM1	Inflammation	6.4529389506129915	87.03703703703704	CD14 Mono_Wildtype	1	#BEBEBE	1.8645356782879978	0.15000200914640072	0.13518645998063317	0.909	0.87	1	FALSE
YBX1	Inflammation	8.199864704051892	87.5	CD14 Mono_Wildtype	1	#BEBEBE	2.1041176546282223	0.4724950869797356	0.13453889180359324	0.889	0.875	1	FALSE
NEAT1	Inflammation	26.342747240632963	99.07407407407408	CD14 Mono_Wildtype	20	#0000FF	3.2711929900651517	0.5819760984066897	-0.09769926452614364	0.995	0.991	1	FALSE
SOD2	Inflammation	263.1775775156191	99.53703703703704	CD14 Mono_Wildtype	20	#0000FF	5.572829004012176	0.8529006026220062	-0.00383681597043761	1	0.995	1	FALSE
ITGB8	Cell adhesion	3.67998228437887	71.75925925925925	CD14 Mono_Wildtype	1	#BEBEBE	1.3029079381417712	0.2850669722488255	0.158367544368605	0.747	0.718	1	FALSE
OLR1	Cell adhesion	2.475097565948454	48.61111111111111	CD14 Mono_Wildtype	20	#0000FF	0.9062798158289168	0.7934192907323345	-0.07799116065256184	0.47	0.486	1	FALSE
FABP5	Inflammation	0.6944400808566253	16.203703703703702	CD14 Mono_Wildtype	20	#0000FF	-0.36464939717411043	0.8540041835129728	-0.24433249601268936	0.162	0.162	1	FALSE
TXNRD1	Inflammation	1.888698615577904	49.074074074074076	CD14 Mono_Wildtype	20	#0000FF	0.6358880287167494	0.4146745628128799	-0.2146540808817707	0.48	0.491	1	FALSE
HLA-DQA2	Antigen presentation	0.05207152252724256	0.9259259259259258	CD14 Mono_Wildtype	20	#0000FF	-2.955137072226311	0.9323179501201692	-0.00816473316631713	0.01	0.009	1	FALSE
TPT1	Inflammation	83.45468641867173	100	CD14 Mono_Wildtype	1	#BEBEBE	4.424303806933318	0.43665487152325694	0.02765357774383581	0.995	1	1	FALSE
TAB2	Inflammation	1.4405985831831145	47.22222222222222	CD14 Mono_Wildtype	20	#0000FF	0.3650587099818148	0.7573973452294331	-0.01284295367367605	0.455	0.472	1	FALSE
SERPINB1	Inflammation	12.379115570988867	92.5925925925926	CD14 Mono_Wildtype	1	#BEBEBE	2.5160108245581863	0.22624065311915095	0.04666978585988257	0.949	0.926	1	FALSE
