Gene,TET2_log2FC,DNMT3A_log2FC,Pathway,log2_FC_diff_tet2_minus_dnmt3a
IER5,0.16888760199016972,0.6034274691302588,Other,-0.4345398671400891
SRSF7,0.3527500684603737,0.7823688393096648,Other,-0.4296187708492911
TUBA4A,0.2756139033226388,0.7031811248537916,Other,-0.4275672215311528
AC253572.2,2.738212470929646e-4,0.42204162674666934,Other,-0.4217678054995764
HLA-DRB1,-0.11269066652063996,0.292660144073267,Antigen presentation,-0.405350810593907
GZMA,0.6309085698305887,1.0317438830507943,Other,-0.4008353132202056
KLF3,0.03306463918211211,0.430512410558203,Other,-0.3974477713760909
SBDS,0.19640802065163143,0.5909933795749718,Other,-0.39458535892334035
SERTAD1,0.229539175715465,0.6229379415695446,Other,-0.3933987658540796
NR4A2,0.2602658942463618,0.6403176618476445,Other,-0.3800517676012827
ID2,0.5806085340785245,0.9572415551940784,Other,-0.37663302111555386
LINC-PINT,0.11371032611019638,0.4899218961436349,Other,-0.3762115700334385
IER5L,0.09698653802481716,0.470086847293247,Other,-0.37310030926842985
TUBB4B,0.13666235350409917,0.5084091719378923,Other,-0.3717468184337931
TENT5C,0.1580946225298686,0.5208819202278386,Other,-0.36278729769797
JUND,0.5602374272670287,0.9124951120799248,Other,-0.3522576848128961
SMAD7,-0.00746714958014971,0.34198037014651494,Other,-0.34944751972666466
TOB1,0.2570789315556987,0.6053498413551757,Other,-0.34827090979947695
AL590550.1,-0.04001746333917211,0.30718351678706324,Other,-0.34720098012623535
FCGR3A,-0.5255138571200364,-0.1836927224068312,Other,-0.3418211347132052
LYAR,-0.24626401849969293,0.08326626670120074,Other,-0.32953028520089367
H1FX,0.44347807506903214,0.7721947142451557,Other,-0.3287166391761236
MANF,0.04660415593249079,-0.28130887592282683,Other,0.3279130318553176
IFI35,0.17724459766205647,-0.15226430221299075,Other,0.3295088998750472
KLRB1,0.2724521298343394,-0.06030191957246211,Other,0.33275404940680153
PARP14,-0.04503037628847672,-0.3850476489015444,Other,0.3400172726130677
EIF2AK2,-0.03793842352310106,-0.3784688126038804,Other,0.3405303890807793
PKM,-0.02836659847655975,-0.3725202964772494,Other,0.3441536980006896
HLA-A,-0.07286810695332946,-0.4191507172308455,Other,0.34628261027751606
CYSTM1,-0.04394311389001948,-0.3925856277772195,Other,0.3486425138872
HERC5,0.11498657570851656,-0.23917866418281583,Other,0.3541652398913324
APOBEC3G,-0.07364449791131689,-0.4308377050409136,Other,0.35719320712959673
ITM2C,0.1121268918379551,-0.2452874499384455,Other,0.35741434177640063
GCHFR,-0.0399060152141526,-0.4115015442370291,Other,0.3715955290228765
RABAC1,-0.06536178661420111,-0.4374455937042985,Other,0.37208380709009736
EPSTI1,0.07727209584156669,-0.2952203911223162,Other,0.3724924869638829
PTGS2,0.34040324941881506,-0.03423771663427455,Other,0.3746409660530896
PPP1R14B,-0.6846641479951219,-1.063531476731259,Other,0.37886732873613704
CD82,0.0537878001654386,-0.3332766741854025,Other,0.3870644743508411
S100A11,-0.0138113469783172,-0.40816707298419,Monocyte activation,0.3943557260058728
GIMAP5,-0.3405006471352614,-0.743859143757344,Other,0.40335849662208256
C15orf48,0.19496058493872476,-0.21171271164171057,Other,0.40667329658043533
LMNA,0.605135950805987,0.19472365782428813,Other,0.4104122929816989
ISG20,0.367717690370712,-0.04310219443443719,Other,0.4108198848051492
CAMK2N1,0.13715532043417775,-0.2786872238443834,Other,0.41584254427856115
EIF1AY,0.18456233291552693,-0.2319855482167323,Other,0.41654788113225927
GGA2,0.05792724225541579,-0.36977725756438296,Other,0.42770449981979874
XAF1,0.07812689982682564,-0.36068048919001994,Other,0.4388073890168456
PRDX1,0.5179799444342372,0.07430102322658283,Other,0.4436789212076544
CCL4L2,0.1746845404232671,-0.2720920463632679,Inflammation,0.446776586786535
PMEPA1,0.10913968680577524,-0.3446607967522295,Other,0.45380048355800473
IFI6,0.3064926635611118,-0.156819739583976,Other,0.4633124031450878
MRPS6,-0.10645301057879132,-0.5804063282493974,Other,0.4739533176706061
SERPINB2,0.14843592061866673,-0.35296691051538787,Other,0.5014028311340546
ALOX5AP,0.2643558518575022,-0.25090846754900875,Other,0.515264319406511
CXCL2,0.4208889607450576,-0.12471135374829773,Other,0.5456003144933553
ISG15,0.571875600562922,-0.0107490575407283,Other,0.5826246581036503
MX2,0.3712095340648265,-0.21601731576001548,Other,0.587226849824842
MX1,0.19201786076816385,-0.3980834281119832,Other,0.5901012888801471
CCL3L1,-0.51739970639607,-1.1452977766368595,Inflammation,0.6278980702407895
VIM,0.32778801331699015,-0.30037777635509766,Inflammation,0.6281657896720878
THBS1,0.4591730896702967,-0.2062368212143188,Other,0.6654099108846154
FTH1,0.02547928200932325,-0.6521192283599335,Other,0.6775985103692568
CCL3,0.5775354884214621,-0.13885902361285818,Inflammation,0.7163945120343203
FEZ1,0.3089414998349179,-0.4145858815512439,Other,0.7235273813861618
SOD2,0.4669998509749065,-0.27637911825976924,Monocyte activation,0.7433789692346757
CXCL3,0.7557487884989269,-0.23149251846461827,Inflammation,0.9872413069635452
HBA1,0.5848882073968837,-0.5454311166468613,Other,1.130319324043745
IL1B,0.8785587606474812,-0.3150773470318524,Inflammation,1.1936361076793336
CXCL8,0.7397712495160182,-0.5459505672379603,Inflammation,1.2857218167539786
HBA2,0.4140755300536594,-0.8721068572814278,Other,1.2861823873350873
HBB,0.9362600084242092,-0.5776297594606998,Other,1.513889767884909
